order_id,customer_id,product_id,order_date,amount_inr
ORD-00043,CUST-0783,PROD-0341,2026-04-02T21:05:15.034291,2043
ORD-00044,CUST-0076,PROD-0357,2026-05-16T15:13:27.034315,3686
ORD-00045,CUST-0877,PROD-0159,2026-04-30T02:27:35.034331,4728
ORD-00046,CUST-0496,PROD-0156,2026-03-25T00:37:27.034348,3666
ORD-00047,CUST-0254,PROD-0303,2026-05-17T20:56:23.034366,1128
ORD-00048,CUST-0178,PROD-0732,2026-03-25T02:36:27.034383,4075
ORD-00049,CUST-0952,PROD-0257,2026-05-03T01:21:02.034399,3968
ORD-00050,CUST-0033,PROD-0265,2026-05-30T00:52:59.034415,4101
ORD-00051,CUST-0392,PROD-0481,2026-06-06T07:32:31.034446,3531
ORD-00052,CUST-0120,PROD-0205,2026-03-15T17:08:07.034464,4188
ORD-00053,CUST-0457,PROD-0707,2026-03-17T17:01:12.034481,1487
ORD-00054,CUST-0121,PROD-0916,2026-03-24T06:22:09.034500,3335
ORD-00055,CUST-0973,PROD-0100,2026-06-05T05:57:13.034516,442
ORD-00056,CUST-0821,PROD-0589,2026-05-08T03:06:06.034538,9004
ORD-00057,CUST-0776,PROD-0057,2026-05-01T20:22:27.034556,3020
ORD-00058,CUST-0464,PROD-0071,2026-04-29T18:21:30.034590,2786
ORD-00059,CUST-0959,PROD-0704,2026-05-25T11:37:05.034612,1534
ORD-00060,CUST-0648,PROD-0440,2026-05-06T01:52:49.034630,4901
ORD-00061,CUST-0714,PROD-0445,2026-04-03T11:18:14.034647,3513
ORD-00062,CUST-0438,PROD-0075,2026-05-11T10:47:28.034682,3776
ORD-00063,CUST-0578,PROD-0836,2026-05-23T21:28:21.034705,3200
ORD-00064,CUST-0387,PROD-0797,2026-05-15T04:22:49.034730,386
ORD-00065,CUST-0833,PROD-0621,2026-03-21T10:11:26.034752,3839
ORD-00066,CUST-0149,PROD-0226,2026-04-30T16:27:45.034785,1935
ORD-00067,CUST-0869,PROD-0447,2026-03-27T00:24:52.034802,2557
ORD-00068,CUST-0199,PROD-0960,2026-06-02T23:54:47.034819,3976
ORD-00069,CUST-0390,PROD-0600,2026-04-20T21:05:57.034836,471
ORD-00070,CUST-0319,PROD-0062,2026-06-01T14:27:59.034853,1512
ORD-00071,CUST-0544,PROD-0873,2026-04-22T10:35:33.034869,3506
ORD-00072,CUST-0490,PROD-0365,2026-03-22T15:04:29.034886,884
ORD-00073,CUST-0534,PROD-0383,2026-05-17T13:37:10.034903,4379
ORD-00074,CUST-0447,PROD-0753,2026-06-03T01:27:46.034921,2963
ORD-00075,CUST-0034,PROD-0920,2026-03-16T10:31:21.034938,4289
ORD-00076,CUST-0173,PROD-0246,2026-04-30T10:03:19.034954,11347
ORD-00077,CUST-0530,PROD-0752,2026-03-24T05:34:16.034971,571
ORD-00078,CUST-0796,PROD-0781,2026-06-06T05:03:59.034987,2139
ORD-00079,CUST-0399,PROD-0930,2026-03-28T19:11:50.035003,2736
ORD-00080,CUST-0536,PROD-0096,2026-06-07T20:57:08.035021,4465
ORD-00081,CUST-0951,PROD-0980,2026-05-22T14:16:04.035037,4402
ORD-00082,CUST-0164,PROD-0203,2026-04-04T07:34:46.035054,1242
ORD-00083,CUST-0649,PROD-0447,2026-04-30T01:46:47.035068,2557
ORD-00084,CUST-0411,PROD-0587,2026-06-06T04:49:53.035110,1138
ORD-00085,CUST-0414,PROD-0951,2026-04-23T16:15:21.035145,1873
ORD-00086,CUST-0040,PROD-0536,2026-05-25T20:36:54.035162,2858
ORD-00087,CUST-0827,PROD-0407,2026-04-15T09:13:38.035179,1305
ORD-00088,CUST-0540,PROD-0100,2026-06-04T11:48:44.035196,442
ORD-00089,CUST-0898,PROD-0081,2026-05-22T10:54:04.035213,4690
ORD-00090,CUST-0291,PROD-0177,2026-03-24T00:40:23.035241,1812
ORD-00091,CUST-0989,PROD-0087,2026-06-08T04:18:10.035259,1099
ORD-00092,CUST-0642,PROD-0801,2026-05-04T20:17:11.035276,1698
ORD-00093,CUST-0018,PROD-0636,2026-06-01T22:13:02.035293,972
ORD-00094,CUST-0080,PROD-0410,2026-06-05T05:27:41.035312,4212
ORD-00095,CUST-0143,PROD-0831,2026-03-25T22:13:12.035329,3344
ORD-00096,CUST-0137,PROD-0763,2026-04-15T13:02:32.035346,456
ORD-00097,CUST-0374,PROD-0528,2026-03-29T20:12:27.035375,1924
ORD-00098,CUST-0333,PROD-0856,2026-04-25T01:05:05.035398,457
ORD-00099,CUST-0822,PROD-0920,2026-05-05T06:50:31.035440,4289
ORD-00100,CUST-0457,PROD-0515,2026-05-02T12:02:19.035457,3071
ORD-00101,CUST-0388,PROD-0443,2026-04-28T01:00:38.035485,2167
ORD-00102,CUST-0242,PROD-0056,2026-05-22T07:05:48.035504,4194
ORD-00103,CUST-0309,PROD-0521,2026-03-27T06:02:42.035521,2458
ORD-00104,CUST-0362,PROD-0824,2026-04-28T00:57:03.035544,4687
ORD-00105,CUST-0585,PROD-0981,2026-06-01T23:57:28.035560,649
ORD-00106,CUST-0130,PROD-0135,2026-04-02T04:39:55.035579,4459
ORD-00107,CUST-0256,PROD-0476,2026-03-22T19:11:54.035596,1087
ORD-00108,CUST-0548,PROD-0017,2026-04-08T10:40:24.035613,3337
ORD-00109,CUST-0797,PROD-0117,2026-03-31T12:19:14.035630,2918
ORD-00110,CUST-0690,PROD-0151,2026-03-19T04:33:05.035648,3815
ORD-00111,CUST-0559,PROD-0767,2026-05-15T21:45:22.035683,2546
ORD-00112,CUST-0069,PROD-0600,2026-03-28T23:19:03.035713,471
ORD-00113,CUST-0573,PROD-0681,2026-06-03T01:03:22.035731,4575
ORD-00114,CUST-0525,PROD-0925,2026-05-09T05:24:18.035749,4683
ORD-00115,CUST-0645,PROD-0551,2026-04-22T02:44:42.035766,1447
ORD-00116,CUST-0118,PROD-0421,2026-04-01T19:49:28.035789,3282
ORD-00117,CUST-0679,PROD-0803,2026-03-18T17:35:25.035816,636
ORD-00118,CUST-0703,PROD-0920,2026-03-28T02:36:03.035846,4289
ORD-00119,CUST-0035,PROD-0500,2026-05-20T12:10:56.035863,4138
ORD-00120,CUST-0240,PROD-0680,2026-04-20T17:19:35.035889,13362
ORD-00121,CUST-0639,PROD-0979,2026-05-16T19:35:30.035924,2353
ORD-00122,CUST-0166,PROD-0234,2026-04-03T07:12:04.035943,1937
ORD-00123,CUST-0311,PROD-0634,2026-05-02T22:28:47.035960,1133
ORD-00124,CUST-0766,PROD-0820,2026-05-29T23:41:16.035977,4303
ORD-00125,CUST-0150,PROD-0102,2026-05-20T16:00:58.035993,2351
ORD-00126,CUST-0323,PROD-0399,2026-05-21T21:02:55.036009,1094
ORD-00127,CUST-0846,PROD-0057,2026-04-29T21:06:56.036027,3020
ORD-00128,CUST-0089,PROD-0227,2026-05-19T14:12:36.036068,4618
ORD-00129,CUST-0001,PROD-0668,2026-04-12T02:32:56.036102,1173
ORD-00130,CUST-0726,PROD-0662,2026-04-07T04:15:24.036121,4644
ORD-00131,CUST-0663,PROD-0736,2026-04-18T23:29:36.036139,4571
ORD-00132,CUST-0320,PROD-0491,2026-05-08T00:27:28.036185,422
ORD-00133,CUST-0631,PROD-0618,2026-05-29T12:05:03.036202,814
ORD-00134,CUST-0506,PROD-0903,2026-05-05T00:06:21.036221,2209
ORD-00135,CUST-0790,PROD-0145,2026-04-06T07:04:55.036238,1103
ORD-00136,CUST-0308,PROD-0376,2026-03-15T20:26:17.036267,2015
ORD-00137,CUST-0166,PROD-0136,2026-04-05T06:56:59.036284,936
ORD-00138,CUST-0614,PROD-0942,2026-05-24T19:07:19.036300,2665
ORD-00139,CUST-0965,PROD-0104,2026-05-13T13:55:11.036318,2971
ORD-00140,CUST-0337,PROD-0015,2026-05-24T17:46:26.036341,3011
ORD-00141,CUST-0883,PROD-0927,2026-04-04T10:54:05.036358,1570
ORD-00142,CUST-0150,PROD-0812,2026-03-17T17:47:41.036379,4518
ORD-00143,CUST-0918,PROD-0944,2026-05-09T08:59:16.036394,1036
ORD-00144,CUST-0553,PROD-0797,2026-05-30T18:56:36.036416,386
ORD-00145,CUST-0833,PROD-0360,2026-04-13T16:25:46.036434,2367
ORD-00146,CUST-0077,PROD-0786,2026-05-15T13:54:55.036451,4858
ORD-00147,CUST-0559,PROD-0813,2026-04-20T00:07:28.036468,2525
ORD-00148,CUST-0663,PROD-0024,2026-04-29T08:53:25.036496,1905
ORD-00149,CUST-0327,PROD-0608,2026-06-02T01:02:00.036514,946
ORD-00150,CUST-0464,PROD-0390,2026-04-10T19:11:07.036540,2869
ORD-00151,CUST-0911,PROD-0608,2026-03-21T01:10:03.036557,946
ORD-00152,CUST-0235,PROD-0484,2026-03-29T10:32:08.036576,1713
ORD-00153,CUST-0799,PROD-0023,2026-04-17T17:42:17.036593,307
ORD-00154,CUST-0497,PROD-0105,2026-05-30T00:11:50.036611,1146
ORD-00155,CUST-0225,PROD-0695,2026-04-05T01:08:50.036628,512
ORD-00156,CUST-0732,PROD-0894,2026-04-11T18:09:32.036646,468
ORD-00157,CUST-0676,PROD-0852,2026-05-06T09:56:51.036681,546
ORD-00158,CUST-0326,PROD-0245,2026-03-27T20:14:12.036715,1518
ORD-00159,CUST-0538,PROD-0862,2026-04-08T10:04:54.036732,4708
ORD-00160,CUST-0422,PROD-0371,2026-05-30T05:58:52.036773,426
ORD-00161,CUST-0346,PROD-0848,2026-05-15T18:10:41.036806,4563
ORD-00162,CUST-0231,PROD-0830,2026-05-01T10:02:34.036824,2656
ORD-00163,CUST-0578,PROD-0670,2026-04-14T07:18:20.036842,3882
ORD-00164,CUST-0176,PROD-0724,2026-06-06T07:29:38.036871,2788
ORD-00165,CUST-0307,PROD-0052,2026-06-01T06:06:16.036889,1258
ORD-00166,CUST-0713,PROD-0566,2026-04-02T21:35:18.036906,779
ORD-00167,CUST-0764,PROD-0342,2026-04-30T21:24:13.036924,1387
ORD-00168,CUST-0969,PROD-0220,2026-05-12T21:16:54.036952,1601
ORD-00169,CUST-0326,PROD-0785,2026-05-30T23:57:35.036970,3072
ORD-00170,CUST-0627,PROD-0794,2026-04-20T08:57:04.036987,626
ORD-00171,CUST-0163,PROD-0123,2026-04-12T01:36:47.037014,4591
ORD-00172,CUST-0295,PROD-0674,2026-03-17T18:38:42.037037,4103
ORD-00173,CUST-0330,PROD-0758,2026-03-26T02:29:29.037054,2825
ORD-00174,CUST-0521,PROD-0815,2026-03-19T18:45:51.037072,2577
ORD-00175,CUST-0857,PROD-0614,2026-05-28T17:36:04.037089,1899
ORD-00176,CUST-0620,PROD-0160,2026-04-23T17:10:49.037116,448
ORD-00177,CUST-0590,PROD-0140,2026-03-16T04:50:58.037158,580
ORD-00178,CUST-0542,PROD-0895,2026-05-27T05:48:40.037176,2858
ORD-00179,CUST-0590,PROD-0706,2026-05-23T04:36:57.037192,1320
ORD-00180,CUST-0270,PROD-0514,2026-04-22T12:15:32.037210,3374
ORD-00181,CUST-0878,PROD-0114,2026-04-08T04:49:17.037232,1876
ORD-00182,CUST-0429,PROD-0774,2026-04-15T15:38:05.037262,664
ORD-00183,CUST-0743,PROD-0281,2026-04-15T09:52:45.037280,670
ORD-00184,CUST-0704,PROD-0997,2026-05-03T15:19:45.037298,773
ORD-00185,CUST-0440,PROD-0443,2026-03-28T06:36:11.037326,2167
ORD-00186,CUST-0398,PROD-0331,2026-04-02T12:50:01.037350,2137
ORD-00187,CUST-0511,PROD-0804,2026-03-23T18:33:10.037367,3751
ORD-00188,CUST-0174,PROD-0089,2026-05-15T17:55:27.037408,406
ORD-00189,CUST-0552,PROD-0556,2026-05-31T08:58:58.037426,731
ORD-00190,CUST-0246,PROD-0965,2026-04-02T21:31:36.037445,636
ORD-00191,CUST-0962,PROD-0335,2026-04-25T13:31:51.037473,3127
ORD-00192,CUST-0780,PROD-0632,2026-05-20T15:32:28.037491,4008
ORD-00193,CUST-0977,PROD-0975,2026-05-05T16:45:06.037508,1142
ORD-00194,CUST-0426,PROD-0683,2026-05-14T14:15:24.037525,3352
ORD-00195,CUST-0549,PROD-0360,2026-03-29T07:16:17.037547,2367
ORD-00196,CUST-0184,PROD-0926,2026-04-26T21:03:44.037576,4823
ORD-00197,CUST-0831,PROD-0930,2026-04-20T02:31:21.037595,2736
ORD-00198,CUST-0957,PROD-0385,2026-04-28T19:11:11.037612,4747
ORD-00199,CUST-0205,PROD-0506,2026-03-20T13:51:58.037629,4348
ORD-00200,CUST-0664,PROD-0711,2026-04-22T01:29:44.037647,1616
ORD-00201,CUST-0580,PROD-0213,2026-06-07T11:26:01.037697,3431
ORD-00202,CUST-0870,PROD-0678,2026-06-03T22:31:51.037716,526
ORD-00203,CUST-0996,PROD-0863,2026-03-27T14:28:14.037733,4610
ORD-00204,CUST-0422,PROD-0805,2026-04-08T03:00:21.037749,1592
ORD-00205,CUST-0437,PROD-0635,2026-05-24T09:07:33.037765,3691
ORD-00206,CUST-0908,PROD-0253,2026-06-01T02:56:03.037782,3826
ORD-00207,CUST-0370,PROD-0022,2026-05-31T21:43:45.037799,2572
ORD-00208,CUST-0832,PROD-0220,2026-05-07T07:53:46.037815,1601
ORD-00209,CUST-0490,PROD-0051,2026-04-08T09:50:38.037831,1409
ORD-00210,CUST-0453,PROD-0907,2026-04-25T06:00:01.037859,4421
ORD-00211,CUST-0002,PROD-0168,2026-03-17T14:03:48.037877,4127
ORD-00212,CUST-0891,PROD-0514,2026-05-24T11:10:31.037893,3374
ORD-00213,CUST-0152,PROD-0382,2026-05-27T17:06:58.037910,1815
ORD-00214,CUST-0468,PROD-0471,2026-04-13T09:05:33.037927,398
ORD-00215,CUST-0318,PROD-0434,2026-05-27T05:04:33.037944,501
ORD-00216,CUST-0723,PROD-0576,2026-05-11T22:19:38.037962,1588
ORD-00217,CUST-0810,PROD-0254,2026-03-23T10:46:26.038003,535
ORD-00218,CUST-0640,PROD-0079,2026-04-21T18:27:46.038021,3473
ORD-00219,CUST-0302,PROD-0964,2026-06-06T08:33:37.038065,1682
ORD-00220,CUST-0514,PROD-0003,2026-04-15T23:59:41.038096,4990
ORD-00221,CUST-0522,PROD-0207,2026-03-21T19:46:37.038124,2382
ORD-00222,CUST-0604,PROD-0955,2026-05-24T13:02:39.038156,2967
ORD-00223,CUST-0034,PROD-0429,2026-03-26T08:45:02.038183,331
ORD-00224,CUST-0293,PROD-0319,2026-06-01T17:26:54.038200,1904
ORD-00225,CUST-0513,PROD-0249,2026-04-25T16:48:36.038218,4529
ORD-00226,CUST-0981,PROD-0405,2026-05-26T11:29:20.038246,1752
ORD-00227,CUST-0586,PROD-0323,2026-05-16T04:16:10.038274,3711
ORD-00228,CUST-0554,PROD-0244,2026-04-24T11:01:08.038291,2226
ORD-00229,CUST-0896,PROD-0670,2026-03-21T04:24:47.038313,3882
ORD-00230,CUST-0009,PROD-0702,2026-04-12T13:57:49.038354,4314
ORD-00231,CUST-0295,PROD-0704,2026-05-13T16:36:35.038373,1534
ORD-00232,CUST-0078,PROD-0771,2026-03-27T00:36:04.038391,1124
ORD-00233,CUST-0989,PROD-0879,2026-04-11T07:41:47.038421,3587
ORD-00234,CUST-0223,PROD-0355,2026-05-14T06:54:58.038452,2845
ORD-00235,CUST-0304,PROD-0034,2026-04-09T02:19:32.038479,2034
ORD-00236,CUST-0727,PROD-0433,2026-05-10T22:27:56.038497,3039
ORD-00237,CUST-0282,PROD-0817,2026-05-01T13:33:03.038514,1504
ORD-00238,CUST-0278,PROD-0179,2026-03-15T18:20:15.038546,3124
ORD-00239,CUST-0289,PROD-0230,2026-04-11T04:01:03.038565,4124
ORD-00240,CUST-0309,PROD-0696,2026-04-24T01:00:35.038582,398
ORD-00241,CUST-0352,PROD-0494,2026-04-24T21:22:23.038599,1521
ORD-00242,CUST-0253,PROD-0217,2026-04-02T09:31:35.038616,3880
ORD-00243,CUST-0964,PROD-0717,2026-05-17T07:31:43.038633,3627
ORD-00244,CUST-0016,PROD-0731,2026-05-06T02:13:16.038650,3485
ORD-00245,CUST-0624,PROD-0966,2026-03-25T20:00:14.038707,604
ORD-00246,CUST-0756,PROD-0764,2026-03-31T15:16:07.038747,1260
ORD-00247,CUST-0975,PROD-0311,2026-03-23T14:38:09.038765,2860
ORD-00248,CUST-0100,PROD-0382,2026-04-19T13:24:00.038783,1815
ORD-00249,CUST-0100,PROD-0837,2026-04-14T03:56:42.038800,3823
ORD-00250,CUST-0424,PROD-0103,2026-05-22T06:37:09.038842,962
ORD-00251,CUST-0090,PROD-0558,2026-05-29T03:18:25.038870,1259
ORD-00252,CUST-0645,PROD-0433,2026-05-21T01:27:56.038912,3039
ORD-00253,CUST-0683,PROD-0842,2026-05-10T15:25:04.038930,4961
ORD-00254,CUST-0663,PROD-0687,2026-03-24T23:43:29.038947,576
ORD-00255,CUST-0115,PROD-0351,2026-05-31T20:32:27.038965,4498
ORD-00256,CUST-0394,PROD-0368,2026-04-01T01:55:01.038991,2282
ORD-00257,CUST-0191,PROD-0267,2026-03-19T11:34:02.039009,500
ORD-00258,CUST-0489,PROD-0246,2026-04-19T22:42:34.039027,11347
ORD-00259,CUST-0472,PROD-0556,2026-03-23T12:41:55.039049,731
ORD-00260,CUST-0586,PROD-0617,2026-04-08T03:32:11.039065,758
ORD-00261,CUST-0839,PROD-0758,2026-05-06T03:27:07.039106,2825
ORD-00262,CUST-0223,PROD-0097,2026-04-15T20:37:18.039124,2106
ORD-00263,CUST-0872,PROD-0107,2026-05-10T16:19:40.039141,4743
ORD-00264,CUST-0630,PROD-0594,2026-03-19T11:47:04.039170,1237
ORD-00265,CUST-0061,PROD-0693,2026-05-05T22:36:06.039188,3320
ORD-00266,CUST-0162,PROD-0705,2026-05-02T00:45:40.039204,509
ORD-00267,CUST-0336,PROD-0058,2026-03-20T10:33:51.039236,2347
ORD-00268,CUST-0672,PROD-0402,2026-04-21T06:45:04.039254,3997
ORD-00269,CUST-0611,PROD-0911,2026-03-16T18:47:58.039271,1377
ORD-00270,CUST-0878,PROD-0703,2026-04-29T12:42:11.039291,2432
ORD-00271,CUST-0093,PROD-0089,2026-05-06T09:30:58.039308,406
ORD-00272,CUST-0697,PROD-0969,2026-03-28T01:08:27.039324,4085
ORD-00273,CUST-0343,PROD-0805,2026-06-05T19:25:14.039366,1592
ORD-00274,CUST-0925,PROD-0402,2026-05-31T14:04:00.039383,3997
ORD-00275,CUST-0198,PROD-0039,2026-04-02T08:16:44.039400,1493
ORD-00276,CUST-0706,PROD-0051,2026-04-02T20:49:17.039418,1409
ORD-00277,CUST-0940,PROD-0527,2026-05-11T16:15:37.039435,3592
ORD-00278,CUST-0291,PROD-0065,2026-04-09T05:53:59.039452,1940
ORD-00279,CUST-0151,PROD-0355,2026-05-07T05:00:37.039487,2845
ORD-00280,CUST-0383,PROD-0870,2026-03-21T10:03:20.039504,1913
ORD-00281,CUST-0143,PROD-0604,2026-03-30T12:26:53.039521,586
ORD-00282,CUST-0179,PROD-0315,2026-03-31T10:09:33.039556,2546
ORD-00283,CUST-0308,PROD-0969,2026-04-05T03:27:08.039575,4085
ORD-00284,CUST-0025,PROD-0682,2026-05-02T06:20:04.039591,4849
ORD-00285,CUST-0575,PROD-0529,2026-03-16T07:16:08.039607,420
ORD-00286,CUST-0437,PROD-0595,2026-04-30T17:43:17.039637,4512
ORD-00287,CUST-0945,PROD-0386,2026-05-07T06:15:24.039678,488
ORD-00288,CUST-0639,PROD-0320,2026-04-21T06:41:12.039711,929
ORD-00289,CUST-0062,PROD-0195,2026-04-06T06:18:39.039740,4037
ORD-00290,CUST-0416,PROD-0979,2026-04-05T04:03:02.039758,2353
ORD-00291,CUST-0801,PROD-0825,2026-06-04T00:10:17.039775,3766
ORD-00292,CUST-0592,PROD-0472,2026-04-09T06:44:09.039817,1056
ORD-00293,CUST-0723,PROD-0155,2026-05-20T22:55:39.039851,6582
ORD-00294,CUST-0878,PROD-0327,2026-05-17T13:26:45.039879,4359
ORD-00295,CUST-0322,PROD-0670,2026-04-01T18:22:05.039896,3882
ORD-00296,CUST-0054,PROD-0142,2026-04-24T03:30:47.039925,3167
ORD-00297,CUST-0661,PROD-0583,2026-03-25T23:03:19.039948,1436
ORD-00298,CUST-0540,PROD-0767,2026-04-06T19:47:19.039989,2546
ORD-00299,CUST-0900,PROD-0702,2026-04-04T21:41:08.040007,4314
ORD-00300,CUST-0290,PROD-0062,2026-05-03T20:32:57.040036,1512
ORD-00301,CUST-0311,PROD-0312,2026-04-17T09:51:18.040069,3571
ORD-00302,CUST-0792,PROD-0762,2026-03-22T15:55:40.040089,2944
ORD-00303,CUST-0045,PROD-0576,2026-05-15T09:37:24.040106,1588
ORD-00304,CUST-0866,PROD-0264,2026-05-11T20:00:18.040123,855
ORD-00305,CUST-0694,PROD-0246,2026-03-31T01:14:43.040140,11347
ORD-00306,CUST-0816,PROD-0378,2026-04-15T08:55:47.040171,982
ORD-00307,CUST-0863,PROD-0697,2026-03-17T05:41:41.040189,4357
ORD-00308,CUST-0055,PROD-0463,2026-04-27T10:01:50.040205,1864
ORD-00309,CUST-0630,PROD-0719,2026-06-01T16:01:14.040224,2515
ORD-00310,CUST-0857,PROD-0093,2026-05-20T17:28:55.040240,1108
ORD-00311,CUST-0958,PROD-0589,2026-05-30T20:00:43.040259,9004
ORD-00312,CUST-0192,PROD-0013,2026-04-10T00:59:21.040287,795
ORD-00313,CUST-0402,PROD-0259,2026-05-26T07:01:08.040305,987
ORD-00314,CUST-0339,PROD-0569,2026-03-24T07:56:30.040321,2347
ORD-00315,CUST-0053,PROD-0095,2026-04-29T17:29:25.040339,3950
ORD-00316,CUST-0077,PROD-0084,2026-04-21T23:04:37.040354,732
ORD-00317,CUST-0953,PROD-0122,2026-04-02T10:06:10.040378,3317
ORD-00318,CUST-0073,PROD-0448,2026-03-28T15:43:36.040401,4090
ORD-00319,CUST-0191,PROD-0799,2026-06-04T10:57:14.040437,2172
ORD-00320,CUST-0441,PROD-0773,2026-05-25T01:37:08.040468,3836
ORD-00321,CUST-1000,PROD-0519,2026-03-27T23:39:38.040486,4440
ORD-00322,CUST-0247,PROD-0147,2026-04-21T17:17:37.040503,1655
ORD-00323,CUST-0302,PROD-0958,2026-04-15T23:57:25.040520,4625
ORD-00324,CUST-0075,PROD-0997,2026-05-22T15:33:45.040538,773
ORD-00325,CUST-0555,PROD-0929,2026-05-27T04:59:16.040555,3051
ORD-00326,CUST-0741,PROD-0236,2026-06-04T01:53:16.040572,3971
ORD-00327,CUST-0939,PROD-0091,2026-03-16T15:16:19.040590,2056
ORD-00328,CUST-0287,PROD-0813,2026-04-30T04:02:28.040618,2525
ORD-00329,CUST-0957,PROD-0465,2026-04-28T02:50:01.040655,3454
ORD-00330,CUST-0586,PROD-0382,2026-04-16T06:13:10.040701,1815
ORD-00331,CUST-0238,PROD-0782,2026-05-20T23:02:21.040719,4219
ORD-00332,CUST-0890,PROD-0319,2026-05-03T09:58:14.040735,1904
ORD-00333,CUST-0882,PROD-0438,2026-05-24T05:24:06.040752,984
ORD-00334,CUST-0494,PROD-0946,2026-05-08T14:24:25.040769,3886
ORD-00335,CUST-0955,PROD-0165,2026-03-26T01:11:36.040787,13472
ORD-00336,CUST-0513,PROD-0238,2026-04-27T05:59:16.040810,4990
ORD-00337,CUST-0333,PROD-0029,2026-04-04T05:17:24.040827,3065
ORD-00338,CUST-0920,PROD-0399,2026-05-31T06:39:48.040844,1094
ORD-00339,CUST-0675,PROD-0438,2026-05-05T05:54:13.040861,984
ORD-00340,CUST-0065,PROD-0025,2026-04-04T14:10:28.040894,4433
ORD-00341,CUST-0062,PROD-0531,2026-04-23T17:37:24.040912,1894
ORD-00342,CUST-0191,PROD-0648,2026-05-04T08:51:34.040929,764
ORD-00343,CUST-0388,PROD-0627,2026-04-07T21:27:23.040956,4216
ORD-00344,CUST-0823,PROD-0652,2026-05-26T15:03:28.040985,1070
ORD-00345,CUST-0877,PROD-0553,2026-03-31T21:15:16.041002,642
ORD-00346,CUST-0725,PROD-0998,2026-03-22T08:53:56.041022,3676
ORD-00347,CUST-0579,PROD-0613,2026-04-25T08:45:21.041038,1467
ORD-00348,CUST-0664,PROD-0402,2026-04-25T07:30:27.041055,3997
ORD-00349,CUST-0709,PROD-0945,2026-05-07T16:15:51.041102,1107
ORD-00350,CUST-0145,PROD-0200,2026-05-03T14:03:16.041127,2801
